"id","url","name","season","number","type","airdate","airtime","airstamp","runtime","rating","summary","_links","_embedded","medium_image","original_image"
2723465,"https://www.tvmaze.com/episodes/2723465/you-cant-hide-your-heart-1x14-episode-14","Episode 14",1,14,"regular","2024-01-01","10:00","2023-12-31 21:00:00","15.0","NaN",NULL,"{""self"": {""href"": ""https://api.tvmaze.com/episodes/2723465""}, ""show"": {""href"": ""https://api.tvmaze.com/shows/73661"", ""name"": ""You Can't Hide Your Heart""}}","{""show"": {""id"": 73661, ""url"": ""https://www.tvmaze.com/shows/73661/you-cant-hide-your-heart"", ""name"": ""You Can't Hide Your Heart"", ""type"": ""Scripted"", ""ended"": ""2024-01-06"", ""image"": {""medium"": ""https://static.tvmaze.com/uploads/images/medium_portrait/496/1241257.jpg"", ""original"": ""https://static.tvmaze.com/uploads/images/original_untouched/496/1241257.jpg""}, ""_links"": {""self"": {""href"": ""https://api.tvmaze.com/shows/73661""}, ""previousepisode"": {""href"": ""https://api.tvmaze.com/episodes/2723475"", ""name"": ""Episode 24""}}, ""genres"": [""Romance""], ""rating"": {""average"": null}, ""status"": ""Ended"", ""weight"": 8, ""network"": null, ""runtime"": null, ""summary"": ""<p>The governor Murong Zang originally wanted to train his enemy's daughter Yunjiao to become his trump card against his enemies, but he gradually fell in love with her day and night and couldn't help but fall in love with her, thus falling into a struggle between love and hate.</p>"", ""updated"": 1704530943, ""language"": ""Chinese"", ""schedule"": {""days"": [""Monday"", ""Tuesday"", ""Wednesday"", ""Thursday"", ""Friday"", ""Saturday"", ""Sunday""], ""time"": ""10:00""}, ""externals"": {""imdb"": null, ""tvrage"": null, ""thetvdb"": 442384}, ""premiered"": ""2023-12-27"", ""dvdCountry"": null, ""webChannel"": {""id"": 118, ""name"": ""Youku"", ""country"": {""code"": ""CN"", ""name"": ""China"", ""timezone"": ""Asia/Shanghai""}, ""officialSite"": null}, ""officialSite"": ""https://v.youku.com/v_show/id_XNjI0NDUwOTAwOA==.html?spm=a2h0c.8166622.PhoneSokuProgram_1.dtitle&s=ccad226d231a4184b735"", ""averageRuntime"": 15}}",NULL,NULL
2796490,"https://www.tvmaze.com/episodes/2796490/since-the-red-moon-appeared-1x04-episode-4","Episode 4",1,4,"regular","2024-01-01","10:00","2023-12-31 21:00:00","18.0","NaN",NULL,"{""self"": {""href"": ""https://api.tvmaze.com/episodes/2796490""}, ""show"": {""href"": ""https://api.tvmaze.com/shows/75213"", ""name"": ""Since the Red Moon Appeared""}}","{""show"": {""id"": 75213, ""url"": ""https://www.tvmaze.com/shows/75213/since-the-red-moon-appeared"", ""name"": ""Since the Red Moon Appeared"", ""type"": ""Animation"", ""ended"": null, ""image"": {""medium"": ""https://static.tvmaze.com/uploads/images/medium_portrait/507/1269076.jpg"", ""original"": ""https://static.tvmaze.com/uploads/images/original_untouched/507/1269076.jpg""}, ""_links"": {""self"": {""href"": ""https://api.tvmaze.com/shows/75213""}, ""previousepisode"": {""href"": ""https://api.tvmaze.com/episodes/2796502"", ""name"": ""Episode 16""}}, ""genres"": [], ""rating"": {""average"": null}, ""status"": ""Running"", ""weight"": 4, ""network"": null, ""runtime"": 18, ""summary"": ""<p>The story tells the story of a blood-red moon suddenly appearing in the sky, which is known as the red moon event in history. The remaining survivors had to hide in the city protected by high walls. Among the survivors, some people also suffered from mental mutations. Among them, those who could not control their own mental mutations would emit mental plague and radiation. It contaminates the normal people around it and poses a great threat to the surviving humans.</p>"", ""updated"": 1710343057, ""language"": ""Chinese"", ""schedule"": {""days"": [""Monday""], ""time"": ""10:00""}, ""externals"": {""imdb"": null, ""tvrage"": null, ""thetvdb"": 444127}, ""premiered"": ""2023-12-25"", ""dvdCountry"": null, ""webChannel"": {""id"": 104, ""name"": ""Tencent QQ"", ""country"": {""code"": ""CN"", ""name"": ""China"", ""timezone"": ""Asia/Shanghai""}, ""officialSite"": ""https://v.qq.com/""}, ""officialSite"": ""https://v.qq.com/x/cover/mzc00200aoe8a04/b0047hs8oh4.html"", ""averageRuntime"": 18}}",NULL,NULL
2723494,"https://www.tvmaze.com/episodes/2723494/sweet-supporting-actress-1x19-episode-19","Episode 19",1,19,"regular","2024-01-01","11:30","2023-12-31 22:30:00","10.0","NaN",NULL,"{""self"": {""href"": ""https://api.tvmaze.com/episodes/2723494""}, ""show"": {""href"": ""https://api.tvmaze.com/shows/73662"", ""name"": ""Sweet Supporting Actress""}}","{""show"": {""id"": 73662, ""url"": ""https://www.tvmaze.com/shows/73662/sweet-supporting-actress"", ""name"": ""Sweet Supporting Actress"", ""type"": ""Scripted"", ""ended"": ""2024-01-02"", ""image"": {""medium"": ""https://static.tvmaze.com/uploads/images/medium_portrait/496/1241268.jpg"", ""original"": ""https://static.tvmaze.com/uploads/images/original_untouched/496/1241268.jpg""}, ""_links"": {""self"": {""href"": ""https://api.tvmaze.com/shows/73662""}, ""previousepisode"": {""href"": ""https://api.tvmaze.com/episodes/2723499"", ""name"": ""Episode 24""}}, ""genres"": [""Romance""], ""rating"": {""average"": null}, ""status"": ""Ended"", ""weight"": 6, ""network"": null, ""runtime"": null, ""summary"": null, ""updated"": 1704178072, ""language"": ""Chinese"", ""schedule"": {""days"": [""Monday"", ""Tuesday"", ""Wednesday"", ""Thursday"", ""Friday"", ""Saturday"", ""Sunday""], ""time"": ""11:30""}, ""externals"": {""imdb"": null, ""tvrage"": null, ""thetvdb"": null}, ""premiered"": ""2023-12-26"", ""dvdCountry"": null, ""webChannel"": {""id"": 226, ""name"": ""Mango TV"", ""country"": {""code"": ""CN"", ""name"": ""China"", ""timezone"": ""Asia/Shanghai""}, ""officialSite"": ""https://w.mgtv.com/""}, ""officialSite"": ""https://w.mgtv.com/b/612373/?fpa=33341&fpos=1&lastp=ch_home"", ""averageRuntime"": 10}}",NULL,NULL
2723495,"https://www.tvmaze.com/episodes/2723495/sweet-supporting-actress-1x20-episode-20","Episode 20",1,20,"regular","2024-01-01","11:30","2023-12-31 22:30:00","10.0","NaN",NULL,"{""self"": {""href"": ""https://api.tvmaze.com/episodes/2723495""}, ""show"": {""href"": ""https://api.tvmaze.com/shows/73662"", ""name"": ""Sweet Supporting Actress""}}","{""show"": {""id"": 73662, ""url"": ""https://www.tvmaze.com/shows/73662/sweet-supporting-actress"", ""name"": ""Sweet Supporting Actress"", ""type"": ""Scripted"", ""ended"": ""2024-01-02"", ""image"": {""medium"": ""https://static.tvmaze.com/uploads/images/medium_portrait/496/1241268.jpg"", ""original"": ""https://static.tvmaze.com/uploads/images/original_untouched/496/1241268.jpg""}, ""_links"": {""self"": {""href"": ""https://api.tvmaze.com/shows/73662""}, ""previousepisode"": {""href"": ""https://api.tvmaze.com/episodes/2723499"", ""name"": ""Episode 24""}}, ""genres"": [""Romance""], ""rating"": {""average"": null}, ""status"": ""Ended"", ""weight"": 6, ""network"": null, ""runtime"": null, ""summary"": null, ""updated"": 1704178072, ""language"": ""Chinese"", ""schedule"": {""days"": [""Monday"", ""Tuesday"", ""Wednesday"", ""Thursday"", ""Friday"", ""Saturday"", ""Sunday""], ""time"": ""11:30""}, ""externals"": {""imdb"": null, ""tvrage"": null, ""thetvdb"": null}, ""premiered"": ""2023-12-26"", ""dvdCountry"": null, ""webChannel"": {""id"": 226, ""name"": ""Mango TV"", ""country"": {""code"": ""CN"", ""name"": ""China"", ""timezone"": ""Asia/Shanghai""}, ""officialSite"": ""https://w.mgtv.com/""}, ""officialSite"": ""https://w.mgtv.com/b/612373/?fpa=33341&fpos=1&lastp=ch_home"", ""averageRuntime"": 10}}",NULL,NULL
2723496,"https://www.tvmaze.com/episodes/2723496/sweet-supporting-actress-1x21-episode-21","Episode 21",1,21,"regular","2024-01-01","11:30","2023-12-31 22:30:00","10.0","NaN",NULL,"{""self"": {""href"": ""https://api.tvmaze.com/episodes/2723496""}, ""show"": {""href"": ""https://api.tvmaze.com/shows/73662"", ""name"": ""Sweet Supporting Actress""}}","{""show"": {""id"": 73662, ""url"": ""https://www.tvmaze.com/shows/73662/sweet-supporting-actress"", ""name"": ""Sweet Supporting Actress"", ""type"": ""Scripted"", ""ended"": ""2024-01-02"", ""image"": {""medium"": ""https://static.tvmaze.com/uploads/images/medium_portrait/496/1241268.jpg"", ""original"": ""https://static.tvmaze.com/uploads/images/original_untouched/496/1241268.jpg""}, ""_links"": {""self"": {""href"": ""https://api.tvmaze.com/shows/73662""}, ""previousepisode"": {""href"": ""https://api.tvmaze.com/episodes/2723499"", ""name"": ""Episode 24""}}, ""genres"": [""Romance""], ""rating"": {""average"": null}, ""status"": ""Ended"", ""weight"": 6, ""network"": null, ""runtime"": null, ""summary"": null, ""updated"": 1704178072, ""language"": ""Chinese"", ""schedule"": {""days"": [""Monday"", ""Tuesday"", ""Wednesday"", ""Thursday"", ""Friday"", ""Saturday"", ""Sunday""], ""time"": ""11:30""}, ""externals"": {""imdb"": null, ""tvrage"": null, ""thetvdb"": null}, ""premiered"": ""2023-12-26"", ""dvdCountry"": null, ""webChannel"": {""id"": 226, ""name"": ""Mango TV"", ""country"": {""code"": ""CN"", ""name"": ""China"", ""timezone"": ""Asia/Shanghai""}, ""officialSite"": ""https://w.mgtv.com/""}, ""officialSite"": ""https://w.mgtv.com/b/612373/?fpa=33341&fpos=1&lastp=ch_home"", ""averageRuntime"": 10}}",NULL,NULL
2726073,"https://www.tvmaze.com/episodes/2726073/just-between-us-1x13-episode-13","Episode 13",1,13,"regular","2024-01-01","11:30","2023-12-31 22:30:00","15.0","NaN",NULL,"{""self"": {""href"": ""https://api.tvmaze.com/episodes/2726073""}, ""show"": {""href"": ""https://api.tvmaze.com/shows/73703"", ""name"": ""Just Between Us""}}","{""show"": {""id"": 73703, ""url"": ""https://www.tvmaze.com/shows/73703/just-between-us"", ""name"": ""Just Between Us"", ""type"": ""Scripted"", ""ended"": ""2024-01-22"", ""image"": {""medium"": ""https://static.tvmaze.com/uploads/images/medium_portrait/497/1243716.jpg"", ""original"": ""https://static.tvmaze.com/uploads/images/original_untouched/497/1243716.jpg""}, ""_links"": {""self"": {""href"": ""https://api.tvmaze.com/shows/73703""}, ""previousepisode"": {""href"": ""https://api.tvmaze.com/episodes/2726108"", ""name"": ""Episode 48""}}, ""genres"": [""Romance""], ""rating"": {""average"": null}, ""status"": ""Ended"", ""weight"": 6, ""network"": null, ""runtime"": null, ""summary"": null, ""updated"": 1705897985, ""language"": ""Chinese"", ""schedule"": {""days"": [""Monday"", ""Tuesday"", ""Friday"", ""Saturday"", ""Sunday""], ""time"": ""11:30""}, ""externals"": {""imdb"": null, ""tvrage"": null, ""thetvdb"": null}, ""premiered"": ""2023-12-29"", ""dvdCountry"": null, ""webChannel"": {""id"": 226, ""name"": ""Mango TV"", ""country"": {""code"": ""CN"", ""name"": ""China"", ""timezone"": ""Asia/Shanghai""}, ""officialSite"": ""https://w.mgtv.com/""}, ""officialSite"": ""https://w.mgtv.com/b/610526/20301892.html?fpa=se&lastp=so_result"", ""averageRuntime"": 15}}",NULL,NULL
2703752,"https://www.tvmaze.com/episodes/2703752/the-tourist-2x03-episode-3","Episode 3",2,3,"regular","2024-01-01","06:00","2024-01-01 01:00:00","57.0","8.0","Elliot receives a surprise visit from Ethan, and the pair work together to track down Helen. Meanwhile, tensions are reignited between Elliot's family and the McDonnells.","{""self"": {""href"": ""https://api.tvmaze.com/episodes/2703752""}, ""show"": {""href"": ""https://api.tvmaze.com/shows/46238"", ""name"": ""The Tourist""}}","{""show"": {""id"": 46238, ""url"": ""https://www.tvmaze.com/shows/46238/the-tourist"", ""name"": ""The Tourist"", ""type"": ""Scripted"", ""ended"": null, ""image"": {""medium"": ""https://static.tvmaze.com/uploads/images/medium_portrait/499/1248932.jpg"", ""original"": ""https://static.tvmaze.com/uploads/images/original_untouched/499/1248932.jpg""}, ""_links"": {""self"": {""href"": ""https://api.tvmaze.com/shows/46238""}, ""previousepisode"": {""href"": ""https://api.tvmaze.com/episodes/2703755"", ""name"": ""Episode 6""}}, ""genres"": [""Drama"", ""Thriller"", ""Mystery""], ""rating"": {""average"": 7.1}, ""status"": ""To Be Determined"", ""weight"": 96, ""network"": null, ""runtime"": null, ""summary"": ""<p>In the glowing red heart of the Australian outback, a British man is pursued by a vast tank truck trying to drive him off the road. An epic cat and mouse chase unfolds and The Man later wakes in hospital, hurt, but somehow alive. Except he has no idea who he is. With merciless figures from his past pursuing him, The Man's search for answers propels him through the vast and unforgiving outback.</p>"", ""updated"": 1732926470, ""language"": ""English"", ""schedule"": {""days"": [], ""time"": ""21:00""}, ""externals"": {""imdb"": ""tt11847842"", ""tvrage"": null, ""thetvdb"": 395919}, ""premiered"": ""2022-01-01"", ""dvdCountry"": null, ""webChannel"": {""id"": 26, ""name"": ""BBC iPlayer"", ""country"": {""code"": ""GB"", ""name"": ""United Kingdom"", ""timezone"": ""Europe/London""}, ""officialSite"": ""https://www.bbc.co.uk/iplayer""}, ""officialSite"": ""https://www.bbc.co.uk/programmes/p0b6c8t6"", ""averageRuntime"": 57}}","https://static.tvmaze.com/uploads/images/medium_landscape/497/1244940.jpg","https://static.tvmaze.com/uploads/images/original_untouched/497/1244940.jpg"
2703753,"https://www.tvmaze.com/episodes/2703753/the-tourist-2x04-episode-4","Episode 4",2,4,"regular","2024-01-01","06:00","2024-01-01 01:00:00","56.0","7.6","Finally, with all the pieces on the table, Elliot and Helen decide to go and meet his family to flush out the truth. However, the McDonnells prove difficult to shake off.","{""self"": {""href"": ""https://api.tvmaze.com/episodes/2703753""}, ""show"": {""href"": ""https://api.tvmaze.com/shows/46238"", ""name"": ""The Tourist""}}","{""show"": {""id"": 46238, ""url"": ""https://www.tvmaze.com/shows/46238/the-tourist"", ""name"": ""The Tourist"", ""type"": ""Scripted"", ""ended"": null, ""image"": {""medium"": ""https://static.tvmaze.com/uploads/images/medium_portrait/499/1248932.jpg"", ""original"": ""https://static.tvmaze.com/uploads/images/original_untouched/499/1248932.jpg""}, ""_links"": {""self"": {""href"": ""https://api.tvmaze.com/shows/46238""}, ""previousepisode"": {""href"": ""https://api.tvmaze.com/episodes/2703755"", ""name"": ""Episode 6""}}, ""genres"": [""Drama"", ""Thriller"", ""Mystery""], ""rating"": {""average"": 7.1}, ""status"": ""To Be Determined"", ""weight"": 96, ""network"": null, ""runtime"": null, ""summary"": ""<p>In the glowing red heart of the Australian outback, a British man is pursued by a vast tank truck trying to drive him off the road. An epic cat and mouse chase unfolds and The Man later wakes in hospital, hurt, but somehow alive. Except he has no idea who he is. With merciless figures from his past pursuing him, The Man's search for answers propels him through the vast and unforgiving outback.</p>"", ""updated"": 1732926470, ""language"": ""English"", ""schedule"": {""days"": [], ""time"": ""21:00""}, ""externals"": {""imdb"": ""tt11847842"", ""tvrage"": null, ""thetvdb"": 395919}, ""premiered"": ""2022-01-01"", ""dvdCountry"": null, ""webChannel"": {""id"": 26, ""name"": ""BBC iPlayer"", ""country"": {""code"": ""GB"", ""name"": ""United Kingdom"", ""timezone"": ""Europe/London""}, ""officialSite"": ""https://www.bbc.co.uk/iplayer""}, ""officialSite"": ""https://www.bbc.co.uk/programmes/p0b6c8t6"", ""averageRuntime"": 57}}","https://static.tvmaze.com/uploads/images/medium_landscape/497/1244941.jpg","https://static.tvmaze.com/uploads/images/original_untouched/497/1244941.jpg"
2726074,"https://www.tvmaze.com/episodes/2726074/just-between-us-1x14-episode-14","Episode 14",1,14,"regular","2024-01-01","11:30","2023-12-31 22:30:00","15.0","NaN",NULL,"{""self"": {""href"": ""https://api.tvmaze.com/episodes/2726074""}, ""show"": {""href"": ""https://api.tvmaze.com/shows/73703"", ""name"": ""Just Between Us""}}","{""show"": {""id"": 73703, ""url"": ""https://www.tvmaze.com/shows/73703/just-between-us"", ""name"": ""Just Between Us"", ""type"": ""Scripted"", ""ended"": ""2024-01-22"", ""image"": {""medium"": ""https://static.tvmaze.com/uploads/images/medium_portrait/497/1243716.jpg"", ""original"": ""https://static.tvmaze.com/uploads/images/original_untouched/497/1243716.jpg""}, ""_links"": {""self"": {""href"": ""https://api.tvmaze.com/shows/73703""}, ""previousepisode"": {""href"": ""https://api.tvmaze.com/episodes/2726108"", ""name"": ""Episode 48""}}, ""genres"": [""Romance""], ""rating"": {""average"": null}, ""status"": ""Ended"", ""weight"": 6, ""network"": null, ""runtime"": null, ""summary"": null, ""updated"": 1705897985, ""language"": ""Chinese"", ""schedule"": {""days"": [""Monday"", ""Tuesday"", ""Friday"", ""Saturday"", ""Sunday""], ""time"": ""11:30""}, ""externals"": {""imdb"": null, ""tvrage"": null, ""thetvdb"": null}, ""premiered"": ""2023-12-29"", ""dvdCountry"": null, ""webChannel"": {""id"": 226, ""name"": ""Mango TV"", ""country"": {""code"": ""CN"", ""name"": ""China"", ""timezone"": ""Asia/Shanghai""}, ""officialSite"": ""https://w.mgtv.com/""}, ""officialSite"": ""https://w.mgtv.com/b/610526/20301892.html?fpa=se&lastp=so_result"", ""averageRuntime"": 15}}",NULL,NULL
2726075,"https://www.tvmaze.com/episodes/2726075/just-between-us-1x15-episode-15","Episode 15",1,15,"regular","2024-01-01","11:30","2023-12-31 22:30:00","15.0","NaN",NULL,"{""self"": {""href"": ""https://api.tvmaze.com/episodes/2726075""}, ""show"": {""href"": ""https://api.tvmaze.com/shows/73703"", ""name"": ""Just Between Us""}}","{""show"": {""id"": 73703, ""url"": ""https://www.tvmaze.com/shows/73703/just-between-us"", ""name"": ""Just Between Us"", ""type"": ""Scripted"", ""ended"": ""2024-01-22"", ""image"": {""medium"": ""https://static.tvmaze.com/uploads/images/medium_portrait/497/1243716.jpg"", ""original"": ""https://static.tvmaze.com/uploads/images/original_untouched/497/1243716.jpg""}, ""_links"": {""self"": {""href"": ""https://api.tvmaze.com/shows/73703""}, ""previousepisode"": {""href"": ""https://api.tvmaze.com/episodes/2726108"", ""name"": ""Episode 48""}}, ""genres"": [""Romance""], ""rating"": {""average"": null}, ""status"": ""Ended"", ""weight"": 6, ""network"": null, ""runtime"": null, ""summary"": null, ""updated"": 1705897985, ""language"": ""Chinese"", ""schedule"": {""days"": [""Monday"", ""Tuesday"", ""Friday"", ""Saturday"", ""Sunday""], ""time"": ""11:30""}, ""externals"": {""imdb"": null, ""tvrage"": null, ""thetvdb"": null}, ""premiered"": ""2023-12-29"", ""dvdCountry"": null, ""webChannel"": {""id"": 226, ""name"": ""Mango TV"", ""country"": {""code"": ""CN"", ""name"": ""China"", ""timezone"": ""Asia/Shanghai""}, ""officialSite"": ""https://w.mgtv.com/""}, ""officialSite"": ""https://w.mgtv.com/b/610526/20301892.html?fpa=se&lastp=so_result"", ""averageRuntime"": 15}}",NULL,NULL
2726076,"https://www.tvmaze.com/episodes/2726076/just-between-us-1x16-episode-16","Episode 16",1,16,"regular","2024-01-01","11:30","2023-12-31 22:30:00","15.0","NaN",NULL,"{""self"": {""href"": ""https://api.tvmaze.com/episodes/2726076""}, ""show"": {""href"": ""https://api.tvmaze.com/shows/73703"", ""name"": ""Just Between Us""}}","{""show"": {""id"": 73703, ""url"": ""https://www.tvmaze.com/shows/73703/just-between-us"", ""name"": ""Just Between Us"", ""type"": ""Scripted"", ""ended"": ""2024-01-22"", ""image"": {""medium"": ""https://static.tvmaze.com/uploads/images/medium_portrait/497/1243716.jpg"", ""original"": ""https://static.tvmaze.com/uploads/images/original_untouched/497/1243716.jpg""}, ""_links"": {""self"": {""href"": ""https://api.tvmaze.com/shows/73703""}, ""previousepisode"": {""href"": ""https://api.tvmaze.com/episodes/2726108"", ""name"": ""Episode 48""}}, ""genres"": [""Romance""], ""rating"": {""average"": null}, ""status"": ""Ended"", ""weight"": 6, ""network"": null, ""runtime"": null, ""summary"": null, ""updated"": 1705897985, ""language"": ""Chinese"", ""schedule"": {""days"": [""Monday"", ""Tuesday"", ""Friday"", ""Saturday"", ""Sunday""], ""time"": ""11:30""}, ""externals"": {""imdb"": null, ""tvrage"": null, ""thetvdb"": null}, ""premiered"": ""2023-12-29"", ""dvdCountry"": null, ""webChannel"": {""id"": 226, ""name"": ""Mango TV"", ""country"": {""code"": ""CN"", ""name"": ""China"", ""timezone"": ""Asia/Shanghai""}, ""officialSite"": ""https://w.mgtv.com/""}, ""officialSite"": ""https://w.mgtv.com/b/610526/20301892.html?fpa=se&lastp=so_result"", ""averageRuntime"": 15}}",NULL,NULL
2704646,"https://www.tvmaze.com/episodes/2704646/the-legend-of-magic-outfit-1x42-episode-42","Episode 42",1,42,"regular","2024-01-01","","2023-12-31 23:00:00","NaN","NaN",NULL,"{""self"": {""href"": ""https://api.tvmaze.com/episodes/2704646""}, ""show"": {""href"": ""https://api.tvmaze.com/shows/72226"", ""name"": ""The Legend of Magic Outfit""}}","{""show"": {""id"": 72226, ""url"": ""https://www.tvmaze.com/shows/72226/the-legend-of-magic-outfit"", ""name"": ""The Legend of Magic Outfit"", ""type"": ""Animation"", ""ended"": null, ""image"": {""medium"": ""https://static.tvmaze.com/uploads/images/medium_portrait/483/1208839.jpg"", ""original"": ""https://static.tvmaze.com/uploads/images/original_untouched/483/1208839.jpg""}, ""_links"": {""self"": {""href"": ""https://api.tvmaze.com/shows/72226""}, ""previousepisode"": {""href"": ""https://api.tvmaze.com/episodes/2704652"", ""name"": ""Episode 48""}}, ""genres"": [""Anime"", ""Fantasy""], ""rating"": {""average"": null}, ""status"": ""Running"", ""weight"": 8, ""network"": null, ""runtime"": null, ""summary"": null, ""updated"": 1701776723, ""language"": ""Chinese"", ""schedule"": {""days"": [], ""time"": """"}, ""externals"": {""imdb"": null, ""tvrage"": null, ""thetvdb"": 438558}, ""premiered"": ""2023-08-21"", ""dvdCountry"": null, ""webChannel"": {""id"": 104, ""name"": ""Tencent QQ"", ""country"": {""code"": ""CN"", ""name"": ""China"", ""timezone"": ""Asia/Shanghai""}, ""officialSite"": ""https://v.qq.com/""}, ""officialSite"": null, ""averageRuntime"": null}}",NULL,NULL
2731469,"https://www.tvmaze.com/episodes/2731469/the-proud-emperor-of-eternity-1x02-episode-2","Episode 2",1,2,"regular","2024-01-01","","2023-12-31 23:00:00","16.0","NaN",NULL,"{""self"": {""href"": ""https://api.tvmaze.com/episodes/2731469""}, ""show"": {""href"": ""https://api.tvmaze.com/shows/73749"", ""name"": ""The Proud Emperor of Eternity""}}","{""show"": {""id"": 73749, ""url"": ""https://www.tvmaze.com/shows/73749/the-proud-emperor-of-eternity"", ""name"": ""The Proud Emperor of Eternity"", ""type"": ""Animation"", ""ended"": null, ""image"": {""medium"": ""https://static.tvmaze.com/uploads/images/medium_portrait/498/1245232.jpg"", ""original"": ""https://static.tvmaze.com/uploads/images/original_untouched/498/1245232.jpg""}, ""_links"": {""self"": {""href"": ""https://api.tvmaze.com/shows/73749""}, ""previousepisode"": {""href"": ""https://api.tvmaze.com/episodes/2790347"", ""name"": ""Episode 20""}}, ""genres"": [""Anime"", ""Mystery"", ""Supernatural""], ""rating"": {""average"": null}, ""status"": ""Running"", ""weight"": 23, ""network"": null, ""runtime"": 16, ""summary"": null, ""updated"": 1709565521, ""language"": ""Chinese"", ""schedule"": {""days"": [""Monday""], ""time"": ""10:00""}, ""externals"": {""imdb"": null, ""tvrage"": null, ""thetvdb"": 444082}, ""premiered"": ""2024-01-01"", ""dvdCountry"": null, ""webChannel"": {""id"": 118, ""name"": ""Youku"", ""country"": {""code"": ""CN"", ""name"": ""China"", ""timezone"": ""Asia/Shanghai""}, ""officialSite"": null}, ""officialSite"": null, ""averageRuntime"": 16}}",NULL,NULL
2720259,"https://www.tvmaze.com/episodes/2720259/the-heirloom-recipe-1x21-episode-21","Episode 21",1,21,"regular","2024-01-01","12:00","2023-12-31 23:00:00","10.0","NaN",NULL,"{""self"": {""href"": ""https://api.tvmaze.com/episodes/2720259""}, ""show"": {""href"": ""https://api.tvmaze.com/shows/73584"", ""name"": ""The Heirloom Recipe""}}","{""show"": {""id"": 73584, ""url"": ""https://www.tvmaze.com/shows/73584/the-heirloom-recipe"", ""name"": ""The Heirloom Recipe"", ""type"": ""Scripted"", ""ended"": ""2024-01-04"", ""image"": {""medium"": ""https://static.tvmaze.com/uploads/images/medium_portrait/494/1237488.jpg"", ""original"": ""https://static.tvmaze.com/uploads/images/original_untouched/494/1237488.jpg""}, ""_links"": {""self"": {""href"": ""https://api.tvmaze.com/shows/73584""}, ""previousepisode"": {""href"": ""https://api.tvmaze.com/episodes/2720262"", ""name"": ""Episode 24""}}, ""genres"": [""Comedy"", ""Food"", ""Romance""], ""rating"": {""average"": null}, ""status"": ""Ended"", ""weight"": 10, ""network"": null, ""runtime"": null, ""summary"": ""<p>The story tells the story of Zhao Fengpan, a dandy prince who suffers from agesia, and Cheng Biyuan, a tricky cook who runs a stinky tofu stall. The two went from quarreling enemies to sweet lovers who know each other well. In the game, the conspiracy of the court was eliminated, and a lively and delicious relationship was created.</p>"", ""updated"": 1706644788, ""language"": ""Chinese"", ""schedule"": {""days"": [""Monday"", ""Tuesday"", ""Wednesday"", ""Thursday"", ""Friday"", ""Saturday"", ""Sunday""], ""time"": ""12:00""}, ""externals"": {""imdb"": null, ""tvrage"": null, ""thetvdb"": 441935}, ""premiered"": ""2023-12-23"", ""dvdCountry"": null, ""webChannel"": {""id"": 104, ""name"": ""Tencent QQ"", ""country"": {""code"": ""CN"", ""name"": ""China"", ""timezone"": ""Asia/Shanghai""}, ""officialSite"": ""https://v.qq.com/""}, ""officialSite"": ""https://v.qq.com/x/cover/mzc00200n25mmp3/r35182aj565.html"", ""averageRuntime"": 10}}",NULL,NULL
